display_name,unit_price,unit_size,size_format
Galletas rellenas de chocolate Hacendado 0% azúcares añadidos,1.40,0.25,kg
Barquillos rellenos sabor nata Hacendado,1.00,0.21,kg
Barquillos rellenos con crema de cacao Hacendado,0.95,0.175,kg
Galletas con chocolate blanco Hacendado,1.70,0.2358,kg
Galletas Digestive avena chocolate con leche Hacendado,1.70,0.28,kg
Barquillos rellenos de nata Hacendado 0% azúcares añadidos,1.10,0.21,kg
Galletas cookies sin gluten y sin lactosa Hacendado,2.10,0.2,kg
Galletas Choco leche con chocolatina Hacendado,1.50,0.15,kg
Galletas María choco Hacendado,1.10,0.265,kg
Tartaletes con relleno de fresa Hacendado,1.05,0.15,kg
Barquillos con crema de avellanas Hacendado,1.50,0.25,kg
Galletas Diverkao Hacendado,1.70,0.312,kg
Tubitos bañados chocolate negro Hacendado,2.75,0.15,kg
Rosquillas de chocolate con leche y coco Hacendado,1.75,0.3,kg
Galletas Crunchy Choc Hacendado,2.65,0.52,kg
Galletas Divertidas chocolate con leche Hacendado,1.95,0.251,kg
Galletas Choco con relleno de crema de cacao Hacendado recubiertas de chocolate con leche,1.70,0.145,kg
Galletas Cream Cookies Hacendado,1.45,0.16,kg
Galletas caramelizadas Lotus Biscoff,1.55,0.186,kg
Galletas con mantequilla Hacendado,1.15,0.125,kg
Surtido de galletas y barquillos Hacendado,2.20,0.5,kg
Galletas de mantequilla y chocolate Hacendado,2.85,0.34,kg
Galletas de mantequilla Hacendado Belgas,1.65,0.18,kg
Surtido de pastas artesanas Hacendado,2.35,0.5,kg
Obleas redondas Hacendado,2.45,0.255,kg
Obleas para helado Hacendado,0.70,0.052,kg
Tubitos Hacendado,2.05,0.175,kg
Pastas de aceite Hacendado,1.20,0.25,kg
Tortitas de maíz Hacendado,1.10,0.12,kg
Tortitas de maíz con chocolate Hacendado,1.95,0.13,kg
Tortitas de arroz con chocolate blanco sabor yogur Hacendado,1.95,0.12,kg
Tortitas de arroz Hacendado,1.10,0.124,kg
Tortitas de arroz con chocolate con leche Hacendado,1.95,0.13,kg
Tortitas de legumbres y arroz Hacendado,1.75,0.109,kg
Tortitas de maíz con sabor a jamón Hacendado,1.75,0.14,kg
Pechuga de pavo bajo en sal Hacendado finas lonchas,3.90,0.4,kg
Pechuga de pavo bajo en sal Hacendado finas lonchas,2.40,0.225,kg
Pechuga de pavo Hacendado finas lonchas,3.90,0.4,kg
Pechuga de pavo finas lonchas Hacendado,2.20,0.2,kg
Salchichón de pavo extra Hacendado lonchas,2.80,0.15,kg
Longaniza de pavo extra Hacendado lonchas,2.80,0.125,kg
Tiras de pechuga pollo al horno Hacendado,2.25,0.14,kg
Jamón de pavo Hacendado finas lonchas,1.85,0.225,kg
Tiras de pechuga de pollo al natural Hacendado,2.25,0.14,kg
Sticks longaniza de pollo extra Hacendado,1.30,0.05,kg
Pechuga de pollo braseada Hacendado finas lonchas,2.20,0.2,kg
Pechuga de pavo al horno de leña Campofrío lonchas,1.80,0.125,kg
Pechuga 92% pavo Hacendado lonchas,2.75,0.2,kg
Pechuga de pavo Noel lonchas muy finas,2.35,0.2,kg
Pollo 97% relleno La Carloteña asado al horno lonchas,2.40,0.15,kg
Jamón de pavo Hacendado,2.70,0.5,kg
Longaniza de pavo Imperial extra Hacendado,4.20,0.235,kg
Cabeza de cerdo finas lonchas Hacendado,1.70,0.15,kg
Pechuguita de pollo 99% La Carloteña asada al horno lonchas,2.60,0.125,kg
Maxi pavo Hacendado finas lonchas,2.95,0.4,kg
Lomo asado La Carloteña lonchas,2.60,0.125,kg
Jamón cocido extra Hacendado finas lonchas,3.45,0.45,kg
Jamón cocido extra Hacendado finas lonchas,2.00,0.2,kg
Jamón cocido extra Hacendado lonchas,2.05,0.2,kg
Jamón cocido Hacendado lonchas,2.35,0.2,kg
Jamón cocido extra sándwich Hacendado lonchas,2.05,0.25,kg
Maxi york Hacendado finas lonchas,2.40,0.5,kg
Jamón cocido extra Noel lonchas,2.25,0.2,kg
Jamón cocido jugoso Hacendado,1.80,0.225,kg
Jamón cocido braseado Noel lonchas,2.25,0.2,kg
Jamón cocido Noel lonchas,2.30,0.12,kg
Fiambre magro sándwich Hacendado lonchas,1.85,0.3,kg
Lacón cortado a mano Noel,3.35,0.25,kg
Magro de cerdo cocido Coren,2.69,0.24,kg
Maxi york Hacendado,6.24,2.0,kg
Lacón al horno Noel lonchas,2.15,0.2,kg
Maxi lomo Hacendado finas lonchas,2.60,0.4,kg
Pechuga de pollo 92% Hacendado lonchas,2.75,0.2,kg
Bacón Hacendado cintas,2.30,0.25,kg
Bacón ahumado La Selva lonchas,2.20,0.21,kg
Bacón Oscar Mayer lonchas,2.29,0.15,kg
Bacón ahumado sin corteza La Selva,2.92,0.3,kg
Panceta salada ibérica La Hacienda del ibérico,3.24,0.36,kg
Lomo back bacon Hacendado,2.65,0.2,kg
Panceta curada sin corteza La Selva lonchas,2.55,0.2,kg
Salchichas cocidas estilo Frankfurt Hacendado de pollo y cerdo sabor ahumado,1.90,0.704,kg
Salchichas cocidas Hacendado de pollo y pavo sabor ahumado,1.30,0.4,kg
Salchichas cocidas Schara de cerdo ahumadas,4.25,0.34,kg
Salchichas cocidas estilo Viena con queso Hacendado de pollo y cerdo sabor ahumado,1.40,0.4,kg
"Salchichas cocidas con leche Campofrío de pollo, cerdo y pavo",1.15,0.17,kg
Salchichas cocidas hot dog bocadillo Oscar Mayer Classic de pollo y cerdo sabor ahumado,1.85,0.275,kg
Salchichas cocidas estilo Frankfurt con queso Hacendado de pollo y cerdo sabor ahumado,1.85,0.64,kg
Salchichas cocidas bocata Hacendado de pollo y pavo sabor ahumado,1.90,0.4,kg
Salchichas cocidas bocata gourmet Hacendado de cerdo sabor ahumado,2.30,0.35,kg
Salchichas cocidas de cerdo estilo Bratwurst Hacendado,2.35,0.35,kg
Salchichas cocidas bocata queso Hacendado,1.95,0.35,kg
Salchichas cocidas bocata Hacendado,1.70,0.35,kg
Salchichas cocidas Frankfurt La Selva,2.25,0.46,kg
Salchichas cocidas estilo Frankfurt Campofrío sabor ahumado,2.45,0.56,kg
Salchichas cocidas de cerdo Hacendado estilo parrillero,2.40,0.3,kg
Chopped cerdo Hacendado lonchas,1.39,0.25,kg
Chopped cocido en lata Hacendado finas lonchas,1.71,0.15,kg
Chopped Hacendado,2.25,0.5,kg
Mortadela Hacendado lonchas,1.25,0.25,kg
Mortadela con aceitunas Hacendado lonchas,1.25,0.25,kg
Mortadela italiana Hacendado finas lonchas,1.75,0.15,kg
Mortadela Hacendado,3.60,0.9,kg
Galantina con pistacho y trufa Hacendado finas lonchas,1.80,0.15,kg
Mortadela de pavo Hacendado finas lonchas,1.50,0.2,kg
Cabeza de cerdo trufa con pistachos Hacendado finas lonchas,2.25,0.15,kg
Mortadela de pavo con aceitunas Hacendado finas lonchas,1.50,0.2,kg
Fuet espetec Hacendado,2.57,1.0,ud
Salchichón extra Hacendado lonchas,2.05,0.24,kg
Sticks longaniza extra Hacendado,1.10,0.05,kg
Longaniza de Pascua extra Hacendado,2.35,0.14,kg
Salchichón extra Hacendado lonchas,2.45,0.2,kg
Longaniza de payés extra Hacendado lonchas,2.07,0.125,kg
Salami extra Hacendado lonchas,1.95,0.24,kg
Salchichón extra pimienta Hacendado finas lonchas,1.85,0.1,kg
Salchichón de cebo ibérico cortado a máquina,2.61,0.09,kg
Salchichón de bellota ibérico cortado a máquina,3.33,0.09,kg
Salchichón ibérico extra La Hacienda del ibérico lonchas,2.30,0.125,kg
Longaniza de pavo Imperial extra Hacendado,4.20,0.235,kg
Longaniza clásica extra Hacendado,2.80,1.0,ud
Longaniza de payés extra Hacendado,4.98,1.0,ud
Salami montañés extra El Pozo,1.85,1.0,ud
Salchichón cular ibérico extra La Hacienda del ibérico,9.50,0.5,kg
Mini salchichón ibérico extra La Hacienda del ibérico,2.65,0.2,kg
Salchichón cular ibérico extra La Hacienda del ibérico,15.58,0.82,kg
Salchichón de bellota ibérico La Hacienda del Ibérico,27.00,1.0,kg
Longaniza de Aragón extra Cárnicas Gállego,3.25,0.25,kg
Longaniza de pavo extra Hacendado lonchas,2.80,0.125,kg
Salchichón de pavo extra Hacendado lonchas,2.80,0.15,kg
Sticks de salami extra Hacendado,1.10,0.05,kg
Pepperoni en lonchas Hacendado,1.60,0.075,kg
Salami extra pimienta Hacendado finas lonchas,1.75,0.1,kg
Chorizo Pamplona extra Hacendado lonchas,2.05,0.24,kg
Chorizo extra Hacendado lonchas,2.10,0.24,kg
Chorizo de pavo extra Hacendado lonchas,2.80,0.15,kg
Chorizo ibérico extra La Hacienda del ibérico lonchas,2.30,0.125,kg
Chorizo picante extra Hacendado,2.49,0.28,kg
Taquitos de chorizo extra Revilla,2.55,0.2,kg
Chorizo picante extra Hacendado lonchas,2.50,0.24,kg
Chorizo extra pimienta Hacendado finas lonchas,1.85,0.1,kg
Chorizo de cebo ibérico cortado a máquina,2.61,0.09,kg
Chorizo de bellota ibérico cular cortado a máquina,3.33,0.09,kg
Chorizo dulce extra Hacendado,2.49,0.28,kg
Mini chorizo ibérico extra La Hacienda del ibérico,2.65,0.2,kg
Chorizo de Tarancón Bricio,3.20,1.0,ud
Chorizo cular ibérico extra La Hacienda del ibérico,9.50,0.5,kg
Chorizo cular ibérico extra La Hacienda del ibérico,18.62,0.98,kg
Chorizo de bellota ibérico extra cular Juan del Roble,31.05,1.15,kg
Chorizo sarta extra ahumado De León,4.30,0.35,kg
Chorizo sarta extra picante De León,4.30,0.35,kg
Lomo embuchado Hacendado lonchas,2.70,0.15,kg
Cabecero de lomo Hacendado lonchas,2.30,0.125,kg
Butifarra catalana Hacendado lonchas,1.84,0.15,kg
Lomo de cebo ibérico cortado a máquina,4.77,0.09,kg
Lomo de bellota ibérico cortado a máquina,5.85,0.09,kg
Surtido de ibéricos La Hacienda del ibérico,6.50,0.2,kg
Lomo de pavo Hacendado lonchas,3.20,0.125,kg
Lomo Hacendado,6.13,0.35,kg
Caña de lomo cebo ibérico La Hacienda del ibérico,21.50,0.5,kg
Lomo de bellota ibérico Juan del Roble,98.80,1.9,kg
Caña de lomo cebo ibérico La Hacienda del ibérico,68.80,1.6,kg
Jamón serrano Incarlopsa lonchas extrafinas,2.35,0.12,kg
Mini taquitos de jamón Incarlopsa,2.65,0.18,kg
Jamón serrano lonchas Incarlopsa,3.95,0.24,kg
Jamón serrano cortado a máquina,4.50,0.18,kg
Jamón cebo ibérico cortado a máquina,9.54,0.18,kg
Jamón serrano reserva cortado a tapas,3.60,0.09,kg
Jamón cebo ibérico cortado a tapas,7.02,0.09,kg
Jamón bellota ibérico cortado a tapas,12.60,0.09,kg
Jamón bellota ibérico 100% cortado a tapas,14.85,0.09,kg
Jamón de Teruel cortado a tapas,4.95,0.09,kg
Jamón de cebo ibérico 50% raza ibérica La Hacienda del Ibérico,4.90,0.1,kg
Jamón serrano medias lonchas Jamcal,3.95,0.24,kg
Paleta curada lonchas Paletas Marpa,2.20,0.12,kg
Jamón de Trevélez lonchas extra finas Antonio Álvarez,3.50,0.12,kg
Taquitos de jamón Incarlopsa,2.65,0.2,kg
Taco jamón curado,3.74,0.22,kg
Hueso garrón,1.16,0.29,kg
Surtido de ibéricos La Hacienda del ibérico,6.50,0.2,kg
Panceta salada ibérica La Hacienda del ibérico,3.24,0.36,kg
Cecina ahumada natural Embutidos Pajariel lonchas,3.80,0.1,kg
Jamón serrano gran reserva Costa Brava sin aditivos lonchas,2.30,0.09,kg
Jamón serrano Incarlopsa,65.00,7.1,kg
Jamón de cebo ibérico La Hacienda del Ibérico,144.50,8.5,kg
Jamón de bellota ibérico 50% La Hacienda del Ibérico,414.00,9.0,kg
Jamón bellota ibérico 100% Covap,504.00,9.0,kg
Jamón de Teruel raza Duroc El Cierzo,89.00,7.5,kg
Paleta de cebo ibérica La Hacienda del Ibérico,62.00,5.0,kg
Paté de cerdo La Piara tapa negra,3.95,0.261,kg
Paté de cerdo sabor suave Hacendado,1.35,0.24,kg
Paté de cerdo con finas hierbas Hacendado,1.10,0.16,kg
Paté de cerdo con pimienta Hacendado,1.10,0.16,kg
Paté de cerdo con pimienta verde Hacendado,1.45,0.1,kg
Paté de atún Hacendado,2.00,0.24,kg
Paté de cerdo con finas hierbas Hacendado,1.45,0.1,kg
Paté de salmón Hacendado,1.10,0.16,kg
Paté de jamón Hacendado,1.10,0.16,kg
Paté de cerdo ibérico Hacendado,1.75,0.24,kg
Paté de cerdo sabor intenso Hacendado,1.75,0.24,kg
Paté de cerdo y pollo con trufa y arándanos Hacendado,1.85,0.1,kg
Mousse de pato Hacendado,1.90,0.1,kg
Paté de cerdo Hacendado con cebolla caramelizada,1.55,0.13,kg
Foie gras entero de pato Hacendado,8.30,0.1,kg
Bloc foie gras de pato Hacendado,5.25,0.1,kg
Paté de cerdo campaña Casa Julia,1.30,0.1,kg
Paté de pollo asado Hacendado,1.10,0.16,kg
Sobrasada selecta L'Illa especialidades,2.20,0.25,kg
Sobrasada ibérica L'Illa especialidades,2.50,0.25,kg
Sobrasada de Mallorca Can Pere Joan,4.40,0.42,kg
Sobrasada con miel L'Illa especialidades,2.50,0.25,kg
Sobrasada picante L'Illa especialidades,2.20,0.25,kg
Queso curado mezcla Hacendado,18.06,1.63,kg
Queso curado mezcla Hacendado cortado en cuñitas,4.75,0.33,kg
Queso curado mezcla Hacendado,4.76,0.41,kg
Queso curado mezcla Hacendado,12.31,1.09,kg
Queso grana padano Zanetti,3.78,0.23,kg
Queso viejo tostado mezcla Hacendado,20.94,1.56,kg
Queso viejo tostado mezcla Hacendado,5.59,0.395,kg
Queso curado y cheddar Hacendado en dados,1.15,0.125,kg
Queso viejo de oveja Hacendado,19.64,1.54,kg
Queso viejo de oveja Hacendado,4.31,0.31,kg
Queso añejo fuerte de oveja Hacendado,6.04,0.33,kg
Queso viejo intenso mezcla Hacendado,4.74,0.33,kg
Tabla de quesos nacionales Hacendado,5.00,0.24,kg
Queso viejo gouda Hacendado,4.00,0.25,kg
Queso viejo ahumado de oveja Hacendado,5.90,0.33,kg
Queso Arzúa-Ulloa de vaca Punteiro,7.33,0.78,kg
Queso curado cheddar Hacendado,3.30,0.3,kg
Queso añejo de oveja al romero Hacendado,5.18,0.27,kg
Queso curado DOP manchego de oveja Hacendado,5.70,0.27,kg
Queso viejo cremoso de oveja Hacendado,5.29,0.3,kg
Queso grana padano Hacendado en escamas,2.75,0.1,kg
Queso añejo picante mezcla Hacendado,4.43,0.25,kg
Queso añejo seco de oveja Hacendado,4.01,0.23,kg
Queso añejo tostado mezcla Hacendado,6.19,0.37,kg
Queso curado mezcla madurado en madera Hacendado,3.87,0.26,kg
Queso añejo ibérico mezcla Hacendado cortado en cuñitas,6.08,0.32,kg
Queso curado mezcla con trufa Hacendado,6.04,0.27,kg
Queso Morbier de vaca Hacendado,4.09,0.2,kg
Queso semicurado mezcla Hacendado,14.49,1.54,kg
Queso semicurado mezcla Hacendado,10.79,1.08,kg
Queso semicurado mezcla Hacendado,4.22,0.42,kg
Queso semicurado mezcla Hacendado cortado en cuñitas,4.37,0.34,kg
Queso semicurado de cabra Hacendado,4.37,0.3,kg
Queso semicurado sin lactosa mezcla Hacendado,5.63,0.43,kg
Queso semicurado de oveja Hacendado,3.78,0.28,kg
Queso emmental de vaca Hacendado,3.15,0.35,kg
Queso tierno de vaca Hacendado cortado en cuñitas,2.60,0.32,kg
Queso tierno tronchón mezcla Hacendado,13.28,1.2,kg
Queso tierno tronchón mezcla Hacendado,3.11,0.26,kg
Queso tierno mezcla Hacendado,10.54,1.22,kg
Queso tierno mezcla Hacendado,3.21,0.35,kg
Queso tierno mezcla Hacendado cortado en cuñitas,3.88,0.325,kg
Queso tierno bajo en sal mezcla Hacendado,3.80,0.35,kg
Queso tierno maasdam de vaca Holland Corona,3.70,0.4,kg
Queso tierno gouda de vaca Holland,3.80,0.45,kg
Queso tierno bola edam de vaca Holland Corona,4.10,0.455,kg
Queso tierno de cabra Hacendado,4.73,0.35,kg
Queso lonchas cremoso de vaca Hacendado,3.00,0.3,kg
Queso lonchas tierno mezcla Entrepinares,2.35,0.25,kg
Queso lonchas cremoso light de vaca Hacendado,3.00,0.3,kg
Queso lonchas semicurado mezcla Entrepinares,2.46,0.21,kg
Queso lonchas fundido sándwich mezcla Hacendado,1.35,0.2,kg
Queso lonchas gouda de vaca Hacendado,2.55,0.3,kg
Queso lonchas de cabra Hacendado,3.06,0.22,kg
Queso lonchas tierno de vaca Entrepinares,2.55,0.3,kg
Queso lonchas fundido suave mezcla Hacendado,2.45,0.555,kg
Queso lonchas edam de vaca Holland Corona,2.40,0.3,kg
Queso lonchas mozzarella de vaca Hacendado,1.78,0.2,kg
Queso lonchas cheddar de vaca Hacendado,2.05,0.2,kg
Queso lonchas emmental de vaca Hacendado,2.25,0.2,kg
Queso lonchas sin lactosa de vaca Hacendado,2.60,0.2,kg
Queso lonchas de oveja Entrepinares,2.89,0.21,kg
Queso semicurado Gouda Hacendado lonchas,2.50,0.25,kg
Queso lonchas fundido burger mezcla Hacendado,1.95,0.3,kg
Queso provolone de vaca Hacendado,2.60,0.2,kg
Queso rallado emmental gratinar Hacendado,1.73,0.2,kg
Queso rallado mozzarella pizza-Roma de vaca Hacendado,1.65,0.2,kg
Queso en polvo especial pasta mezcla Hacendado,1.35,0.15,kg
Queso rallado 4 quesos Hacendado,1.83,0.18,kg
Queso en polvo grana padano Hacendado,1.80,0.1,kg
Queso rallado especial fundir mezcla Hacendado,2.40,0.4,kg
Queso rallado especial fundir mezcla Hacendado,1.35,0.2,kg
Queso rallado sin lactosa de vaca Hacendado,1.75,0.15,kg
Queso en porciones Hacendado,2.21,0.375,kg
Queso en porciones light Hacendado,1.68,0.25,kg
Queso en porciones mini Babybel,3.80,0.16,kg
Queso fundido con palitos La vaca que ríe,2.59,0.14,kg
Queso untar suave de vaca Hacendado,1.50,0.3,kg
Queso untar original Philadelphia,2.85,0.27,kg
Queso untar light Philadelphia,2.85,0.27,kg
Queso untar light de vaca Hacendado,1.50,0.3,kg
Crema de queso camembert Hacendado,1.80,0.15,kg
Mousse de queso de vaca con ajo y finas hierbas Hacendado,1.55,0.15,kg
Queso untar de vaca con finas hierbas Hacendado,1.80,0.2,kg
Queso untar con queso azul de vaca Hacendado,1.90,0.2,kg
Queso untar sin lactosa de vaca Hacendado,1.90,0.2,kg
Crema de queso viejo tostado mezcla Hacendado,1.74,0.15,kg
Crema de queso Tex-Mex Hacendado,1.60,0.15,kg
Queso fresco Burgos natural Hacendado,1.98,0.5,kg
Queso fresco Burgos natural Hacendado,1.09,0.25,kg
Mozzarella fresca de vaca Hacendado,0.97,0.25,kg
Queso fresco servilleta tradicional de vaca Hacendado,2.45,0.25,kg
Queso fresco Burgos desnatado 0% m.g Hacendado,1.09,0.25,kg
Queso feta mezcla Hacendado en dados,2.40,0.37,kg
Queso fresco de vaca Burgo de Arias,3.30,0.216,kg
Mozzarella fresca de vaca Hacendado en perlas,1.95,0.3,kg
Queso fresco de cabra Hacendado,2.70,0.25,kg
Queso fresco batido desnatado 0% m.g Hacendado,1.01,0.5,kg
Queso fresco mascarpone de vaca Hacendado,2.65,0.25,kg
Queso fresco de vaca Hacendado,1.66,0.25,kg
Mozzarella fresca di bufala campana Hacendado,1.85,0.28,kg
Queso fresco light de vaca Hacendado,2.20,0.25,kg
Queso fresco 0% m.g de vaca Burgo de Arias,3.30,0.216,kg
Requesón mezcla Hacendado,1.00,0.2,kg
Queso fresco Burgos sin lactosa Hacendado,1.83,0.25,kg
Queso fresco Burgos desnatado 0% m.g Hacendado,1.98,0.5,kg
Queso ricotta mezcla Hacendado,1.80,0.2,kg
Mozzarella fresca light de vaca Hacendado,1.02,0.25,kg
Burrata fresca Hacendado,2.28,0.25,kg
Queso fresco tronchón mezcla Hacendado,2.95,0.25,kg
Queso fresco de cabra Hacendado,2.97,0.25,kg
Queso fresco cottage semidesnatado de vaca Hacendado,1.35,0.2,kg
Queso rulo de cabra Hacendado,2.35,0.2,kg
Queso roquefort  de oveja Hacendado,1.90,0.1,kg
Queso camembert de vaca Marcillat,2.00,0.24,kg
Queso azul de vaca Hacendado,2.45,0.18,kg
Queso de cabra Montesinos,3.12,0.2,kg
Queso rulo con piña y almendra Liptana,1.50,0.1,kg
Queso brie marcillat de vaca Plaisir de Roy,1.75,0.2,kg
Queso gorgonzola de vaca Hacendado,2.13,0.17,kg
Queso blando mezcla Hacendado,2.24,0.14,kg
Queso precortado de cabra Hacendado,2.55,0.2,kg
Arroz tres delicias Hacendado ultracongelado,2.85,1.0,kg
Arroz precocido Hacendado ultracongelado,2.00,1.0,kg
Risotto de setas Hacendado para microondas ultracongelados,2.00,0.35,kg
Arroz negro Hacendado ultracongelado,3.00,0.6,kg
Arroz con verduras Hacendado ultracongelado,2.00,0.8,kg
Lasaña boloñesa familiar Hacendado ultracongelada,5.93,1.1,kg
Lasaña a la boloñesa Hacendado ultracongelada,3.27,0.6,kg
Canelones de carne Hacendado ultracongelados,5.93,1.1,kg
Canelones de carne Hacendado ultracongelados,3.24,0.6,kg
Lasaña de atún Hacendado ultracongelada,3.66,0.6,kg
Lasaña de verduras Hacendado ultracongelada,3.46,0.6,kg
Pasta con pollo al pesto Hacendado ultracongelada,2.50,0.3,kg
Gnocchi de pollo y verduras Hacendado ultracongelados,3.00,0.6,kg
Sopa con wonton de langostino y fideos Hacendado ultracongelada,4.15,0.309,kg
Jamoncitos de pollo congelados,3.30,1.0,kg
Alas de pollo congeladas,3.60,1.0,kg
Medallones preparado de solomillo cerdo congelados marinados,3.11,0.3,kg
Solomillo de pavo marinado congelado,3.12,0.4,kg
Cuartos traseros de pollo congelados,5.60,2.0,kg
Solomillo de cerdo marinado congelado,6.24,0.8,kg
Jamoncitos de pavo duplo congelados,3.78,0.87,kg
Pierna de lechal entera congelada,10.73,0.72,kg
Chuletas cordero de lechal congeladas,13.75,0.55,kg
Carrillada de vacuno congelado,9.28,0.53,kg
Alas de pollo barbacoa congeladas,3.68,0.75,kg
Helado mini surtido Hacendado,3.00,0.684,l
Helado sándwich de nata Hacendado,1.85,0.8,l
Helado mini Boom Hacendado con cobertura blanda de pasta de avellana y galleta troceada,2.90,0.48,l
Helado crocan choc vainilla Hacendado con lengua sabor chocolate,2.90,0.45,l
Helado almendrado Hacendado,2.90,0.72,l
Helado mini sándwich nata Hacendado,2.55,0.48,l
Helado mini bombón almendrado Hacendado,3.00,0.48,l
Helado sándwich super nata Hacendado,2.90,0.87,l
Helado mini bombón Hacendado sin azúcares añadidos,2.90,0.456,l
Helado mini sándwich vainilla y cookie Hacendado,2.95,0.51,l
Helado mini nocciola Hacendado,3.00,0.48,l
Helado barrita sabor cacahuete Hacendado con cobertura de chocolate con leche,3.40,0.3,l
Helado sándwich de nata Hacendado sin azúcares añadidos,2.30,0.8,l
Helado Mochi coco Hacendado,2.80,0.216,l
